raw_label	canonical_growth_id	growth_value_type	source_layer	source_surface	source_column	source_row_key	transformation_applied	transformation_formula_if_known	is_directly_observed	is_derived	can_join_to_statistical_lnOD	can_join_to_kinetic_OD600	notes
OD600	growth_node	raw_OD600	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors_Acids-|MIN|OD600|1|48.000000	no	not_applicable	yes	no	no	yes	Direct OD600 source label preserved separately from canonical lnOD variable.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors_Acids-|MIN|ln(abs-abs0)|1|48.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=ln(abs-abs0).
ln(abs-abs0)	growth_node	ln_abs_minus_abs0	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors_Acids-|MIN|ln(abs-abs0)|1|48.000000	yes	unknown_from_source	yes	no	contextual_only	contextual_only	Transformed growth label preserved without assuming raw-measure identity to lnOD.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors_Acids-|MIN|OD600|1|52.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=OD600.
OD600	growth_node	raw_OD600	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors_Acids-|MIN|OD600|1|52.000000	no	not_applicable	yes	no	no	yes	Direct OD600 source label preserved separately from canonical lnOD variable.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors_Acids-|MIN|ln(abs-abs0)|1|52.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=ln(abs-abs0).
ln(abs-abs0)	growth_node	ln_abs_minus_abs0	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors_Acids-|MIN|ln(abs-abs0)|1|52.000000	yes	unknown_from_source	yes	no	contextual_only	contextual_only	Transformed growth label preserved without assuming raw-measure identity to lnOD.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors_Acids-|MIN|OD600|1|56.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=OD600.
OD600	growth_node	raw_OD600	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors_Acids-|MIN|OD600|1|56.000000	no	not_applicable	yes	no	no	yes	Direct OD600 source label preserved separately from canonical lnOD variable.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors_Acids-|MIN|ln(abs-abs0)|1|56.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=ln(abs-abs0).
ln(abs-abs0)	growth_node	ln_abs_minus_abs0	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors_Acids-|MIN|ln(abs-abs0)|1|56.000000	yes	unknown_from_source	yes	no	contextual_only	contextual_only	Transformed growth label preserved without assuming raw-measure identity to lnOD.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors_Acids-|MIN|OD600|1|60.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=OD600.
OD600	growth_node	raw_OD600	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors_Acids-|MIN|OD600|1|60.000000	no	not_applicable	yes	no	no	yes	Direct OD600 source label preserved separately from canonical lnOD variable.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors_Acids-|MIN|ln(abs-abs0)|1|60.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=ln(abs-abs0).
ln(abs-abs0)	growth_node	ln_abs_minus_abs0	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors_Acids-|MIN|ln(abs-abs0)|1|60.000000	yes	unknown_from_source	yes	no	contextual_only	contextual_only	Transformed growth label preserved without assuming raw-measure identity to lnOD.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors_Acids-|MIN|OD600|1|65.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=OD600.
OD600	growth_node	raw_OD600	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors_Acids-|MIN|OD600|1|65.000000	no	not_applicable	yes	no	no	yes	Direct OD600 source label preserved separately from canonical lnOD variable.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors_Acids-|MIN|ln(abs-abs0)|1|65.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=ln(abs-abs0).
ln(abs-abs0)	growth_node	ln_abs_minus_abs0	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors_Acids-|MIN|ln(abs-abs0)|1|65.000000	yes	unknown_from_source	yes	no	contextual_only	contextual_only	Transformed growth label preserved without assuming raw-measure identity to lnOD.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors_Acids-|MIN|OD600|1|7.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=OD600.
OD600	growth_node	raw_OD600	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors_Acids-|MIN|OD600|1|7.000000	no	not_applicable	yes	no	no	yes	Direct OD600 source label preserved separately from canonical lnOD variable.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors_Acids-|MIN|ln(abs-abs0)|1|7.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=ln(abs-abs0).
ln(abs-abs0)	growth_node	ln_abs_minus_abs0	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors_Acids-|MIN|ln(abs-abs0)|1|7.000000	yes	unknown_from_source	yes	no	contextual_only	contextual_only	Transformed growth label preserved without assuming raw-measure identity to lnOD.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors_Acids-|MIN|OD600|1|72.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=OD600.
OD600	growth_node	raw_OD600	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors_Acids-|MIN|OD600|1|72.000000	no	not_applicable	yes	no	no	yes	Direct OD600 source label preserved separately from canonical lnOD variable.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors_Acids-|MIN|ln(abs-abs0)|1|72.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=ln(abs-abs0).
ln(abs-abs0)	growth_node	ln_abs_minus_abs0	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors_Acids-|MIN|ln(abs-abs0)|1|72.000000	yes	unknown_from_source	yes	no	contextual_only	contextual_only	Transformed growth label preserved without assuming raw-measure identity to lnOD.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors_Acids-|MIN|OD600|1|77.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=OD600.
OD600	growth_node	raw_OD600	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors_Acids-|MIN|OD600|1|77.000000	no	not_applicable	yes	no	no	yes	Direct OD600 source label preserved separately from canonical lnOD variable.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors_Acids-|MIN|ln(abs-abs0)|1|77.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=ln(abs-abs0).
ln(abs-abs0)	growth_node	ln_abs_minus_abs0	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors_Acids-|MIN|ln(abs-abs0)|1|77.000000	yes	unknown_from_source	yes	no	contextual_only	contextual_only	Transformed growth label preserved without assuming raw-measure identity to lnOD.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors_Acids-|MIN|OD600|1|82.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=OD600.
OD600	growth_node	raw_OD600	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors_Acids-|MIN|OD600|1|82.000000	no	not_applicable	yes	no	no	yes	Direct OD600 source label preserved separately from canonical lnOD variable.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors_Acids-|MIN|ln(abs-abs0)|1|82.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=ln(abs-abs0).
ln(abs-abs0)	growth_node	ln_abs_minus_abs0	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors_Acids-|MIN|ln(abs-abs0)|1|82.000000	yes	unknown_from_source	yes	no	contextual_only	contextual_only	Transformed growth label preserved without assuming raw-measure identity to lnOD.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors_Acids-|MIN|OD600|1|86.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=OD600.
OD600	growth_node	raw_OD600	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors_Acids-|MIN|OD600|1|86.000000	no	not_applicable	yes	no	no	yes	Direct OD600 source label preserved separately from canonical lnOD variable.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors_Acids-|MIN|ln(abs-abs0)|1|86.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=ln(abs-abs0).
ln(abs-abs0)	growth_node	ln_abs_minus_abs0	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors_Acids-|MIN|ln(abs-abs0)|1|86.000000	yes	unknown_from_source	yes	no	contextual_only	contextual_only	Transformed growth label preserved without assuming raw-measure identity to lnOD.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors_Acids-|MIN|OD600|2|0.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=OD600.
OD600	growth_node	raw_OD600	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors_Acids-|MIN|OD600|2|0.000000	no	not_applicable	yes	no	no	yes	Direct OD600 source label preserved separately from canonical lnOD variable.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors_Acids-|MIN|ln(abs-abs0)|2|0.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=ln(abs-abs0).
ln(abs-abs0)	growth_node	ln_abs_minus_abs0	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors_Acids-|MIN|ln(abs-abs0)|2|0.000000	yes	unknown_from_source	yes	no	contextual_only	contextual_only	Transformed growth label preserved without assuming raw-measure identity to lnOD.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors_Acids-|MIN|OD600|2|10.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=OD600.
OD600	growth_node	raw_OD600	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors_Acids-|MIN|OD600|2|10.000000	no	not_applicable	yes	no	no	yes	Direct OD600 source label preserved separately from canonical lnOD variable.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors_Acids-|MIN|ln(abs-abs0)|2|10.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=ln(abs-abs0).
ln(abs-abs0)	growth_node	ln_abs_minus_abs0	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors_Acids-|MIN|ln(abs-abs0)|2|10.000000	yes	unknown_from_source	yes	no	contextual_only	contextual_only	Transformed growth label preserved without assuming raw-measure identity to lnOD.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors_Acids-|MIN|OD600|2|100.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=OD600.
OD600	growth_node	raw_OD600	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors_Acids-|MIN|OD600|2|100.000000	no	not_applicable	yes	no	no	yes	Direct OD600 source label preserved separately from canonical lnOD variable.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors_Acids-|MIN|ln(abs-abs0)|2|100.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=ln(abs-abs0).
ln(abs-abs0)	growth_node	ln_abs_minus_abs0	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors_Acids-|MIN|ln(abs-abs0)|2|100.000000	yes	unknown_from_source	yes	no	contextual_only	contextual_only	Transformed growth label preserved without assuming raw-measure identity to lnOD.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors_Acids-|MIN|OD600|2|13.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=OD600.
OD600	growth_node	raw_OD600	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors_Acids-|MIN|OD600|2|13.000000	no	not_applicable	yes	no	no	yes	Direct OD600 source label preserved separately from canonical lnOD variable.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors_Acids-|MIN|ln(abs-abs0)|2|13.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=ln(abs-abs0).
ln(abs-abs0)	growth_node	ln_abs_minus_abs0	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors_Acids-|MIN|ln(abs-abs0)|2|13.000000	yes	unknown_from_source	yes	no	contextual_only	contextual_only	Transformed growth label preserved without assuming raw-measure identity to lnOD.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors_Acids-|MIN|OD600|2|18.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=OD600.
OD600	growth_node	raw_OD600	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors_Acids-|MIN|OD600|2|18.000000	no	not_applicable	yes	no	no	yes	Direct OD600 source label preserved separately from canonical lnOD variable.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors_Acids-|MIN|ln(abs-abs0)|2|18.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=ln(abs-abs0).
ln(abs-abs0)	growth_node	ln_abs_minus_abs0	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors_Acids-|MIN|ln(abs-abs0)|2|18.000000	yes	unknown_from_source	yes	no	contextual_only	contextual_only	Transformed growth label preserved without assuming raw-measure identity to lnOD.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors_Acids-|MIN|OD600|2|24.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=OD600.
OD600	growth_node	raw_OD600	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors_Acids-|MIN|OD600|2|24.000000	no	not_applicable	yes	no	no	yes	Direct OD600 source label preserved separately from canonical lnOD variable.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors_Acids-|MIN|ln(abs-abs0)|2|24.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=ln(abs-abs0).
ln(abs-abs0)	growth_node	ln_abs_minus_abs0	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors_Acids-|MIN|ln(abs-abs0)|2|24.000000	yes	unknown_from_source	yes	no	contextual_only	contextual_only	Transformed growth label preserved without assuming raw-measure identity to lnOD.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors_Acids-|MIN|OD600|2|28.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=OD600.
OD600	growth_node	raw_OD600	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors_Acids-|MIN|OD600|2|28.000000	no	not_applicable	yes	no	no	yes	Direct OD600 source label preserved separately from canonical lnOD variable.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors_Acids-|MIN|ln(abs-abs0)|2|28.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=ln(abs-abs0).
